"","VerbPath","CAMEO"
"343","[[A,semagent,->],[W,urge,verb],[A,prep_in,<-]]","051"
"344","[[A,semagent,->],[W,lift,verb],[A,prep_on,<-]]","051"
"345","[[A,semagent,->],[W,welcome,verb],[A,prep_on,<-]]","051"
"346","[[A,semagent,->],[W,express,verb],[A,prep_on,<-]]","051"
"347","[[A,semagent,->],[W,ban,verb],[A,prep_from,<-]]","051"
"348","[[A,semagent,->],[W,welcome,verb],[A,prep_by,<-]]","051"
"349","[[A,semagent,->],[W,set,verb],[A,prep_for,<-]]","051"
"350","[[A,semagent,->],[W,meet,verb],[A,xcomp,<-],[W,discuss,verb],[A,dobj,<-]]","046"
"351","[[A,semagent,->],[W,reject,verb],[A,dobj,<-]]","120"
"352","[[A,semagent,->],[W,criticize,verb],[A,dobj,<-]]","020"
"353","[[A,semagent,->],[W,urge,verb],[A,dobj,<-]]","020"
"354","[[A,semagent,->],[W,tell,verb],[A,dobj,<-]]","020"
"355","[[A,semagent,->],[W,call,verb],[A,prep_on,<-]]","020"
"356","[[A,semagent,->],[W,warn,verb],[A,dobj,<-]]","130"
"357","[[A,semagent,->],[W,be,verb],[A,prep_under,<-]]","020"
"358","[[A,semagent,->],[W,ask,verb],[A,dobj,<-]]","020"
"359","[[A,semagent,->],[W,oppose,verb],[A,dobj,<-]]","020"
"360","[[A,semagent,->],[W,say,verb],[A,dobj,<-]]","020"
"361","[[A,semagent,->],[W,condemn,verb],[A,dobj,<-]]","111!"
"362","[[A,semagent,->],[W,slam,verb],[A,dobj,<-]]","020"
"363","[[A,semagent,->],[W,send,verb],[A,prep_to,<-]]","020"
"364","[[A,semagent,->],[W,accept,verb],[A,dobj,<-]]","020"
"365","[[A,semagent,->],[W,deny,verb],[A,dobj,<-]]","020"
"366","[[A,semagent,->],[W,welcome,verb],[A,dobj,<-]]","051"
"367","[[A,semagent,->],[W,demand,verb],[A,dobj,<-]]","020"
"368","[[A,semagent,->],[W,denounce,verb],[A,dobj,<-]]","111"
"369","[[A,semagent,->],[W,accuse,verb],[A,dobj,<-]]","112"
"370","[[A,semagent,->],[W,dismiss,verb],[A,dobj,<-]]","110"
"371","[[A,semagent,->],[W,call,verb],[A,prep_for,<-]]","020"
"372","[[A,semagent,->],[W,inform,verb],[A,dobj,<-]]","020"
"373","[[A,semagent,->],[W,lash,verb],[A,prep_at,<-]]","020"
"374","[[A,semagent,->],[W,call,verb],[A,dobj,<-]]","020"
"375","[[A,semagent,->],[W,cooperate,verb],[A,prep_with,<-]]","020"
"376","[[A,semagent,->],[W,reject,verb],[A,prep_by,<-]]","020"
"377","[[A,semagent,->],[W,criticise,verb],[A,dobj,<-]]","020"
"378","[[A,semagent,->],[W,agree,verb],[A,prep_with,<-]]","020"
"379","[[A,semagent,->],[W,want,verb],[A,dobj,<-]]","020"
"380","[[A,semagent,->],[W,summon,verb],[A,dobj,<-]]","040"
"381","[[A,semagent,->],[W,meet,verb],[A,prep_with,<-]]","040"
"382","[[A,semagent,->],[W,appeal,verb],[A,prep_to,<-]]","020"
"383","[[A,semagent,->],[W,agree,verb],[A,prep_to,<-]]","020"
"384","[[A,semagent,->],[W,protest,verb],[A,prep_to,<-]]","141"
"385","[[A,semagent,->],[W,complain,verb],[A,prep_to,<-]]","114"
"386","[[A,semagent,->],[W,express,verb],[A,prep_over,<-]]","020"
"387","[[A,semagent,->],[W,resist,verb],[A,dobj,<-]]","020"
"388","[[A,semagent,->],[W,blast,verb],[A,dobj,<-]]","020"
"389","[[A,semagent,->],[W,hand,verb],[A,prep_to,<-]]","020"
"390","[[A,semagent,->],[W,implicate,verb],[A,dobj,<-]]","112"
"391","[[A,semagent,->],[W,express,verb],[A,prep_to,<-]]","020"
"392","[[A,semagent,->],[W,suspend,verb],[A,prep_with,<-]]","020"
"393","[[A,semagent,->],[W,hold,verb],[A,prep_with,<-]]","020"
"394","[[A,semagent,->],[W,allow,verb],[A,dobj,<-]]","020"
"395","[[A,semagent,->],[W,lodge,verb],[A,prep_with,<-]]","020"
"396","[[A,semagent,->],[W,defy,verb],[A,dobj,<-]]","128"
"397","[[A,semagent,->],[W,comply,verb],[A,prep_with,<-]]","020"
"398","[[A,semagent,->],[W,write,verb],[A,prep_to,<-]]","020"
"399","[[A,semagent,->],[W,give,verb],[A,iobj,<-]]","020"
"400","[[A,semagent,->],[W,hit,verb],[A,prep_at,<-]]","020"
"401","[[A,semagent,->],[W,accuse,verb],[A,dobj,<-]]","112"
"402","[[A,semagent,->],[W,blame,verb],[A,dobj,<-]]","112"
"403","[[A,semagent,->],[W,warn,verb],[A,dobj,<-]]","130"
"404","[[A,semagent,->],[W,expel,verb],[A,dobj,<-]]","174"
"405","[[A,semagent,->],[W,deny,verb],[A,dobj,<-]]","111"
"406","[[A,semagent,->],[W,say,verb],[A,dobj,<-]]","111"
"407","[[A,semagent,->],[W,regard,verb],[A,dobj,<-]]","111"
"408","[[A,semagent,->],[W,consider,verb],[A,dobj,<-]]","111"
"409","[[A,semagent,->],[W,attack,verb],[A,dobj,<-]]","190"
"410","[[A,semagent,->],[W,break,verb],[A,prep_with,<-]]","130"
"411","[[A,semagent,->],[W,claim,verb],[A,dobj,<-]]","111"
"412","[[A,semagent,->],[W,sever,verb],[A,prep_with,<-]]","111"
"413","[[A,semagent,->],[W,call,verb],[A,dobj,<-]]","111"
"414","[[A,semagent,->],[W,denounce,verb],[A,dobj,<-]]","111"
"415","[[A,semagent,->],[W,slam,verb],[A,dobj,<-]]","111"
"416","[[A,semagent,->],[W,condemn,verb],[A,dobj,<-]]","111!"
"417","[[A,semagent,->],[W,detain,verb],[A,dobj,<-]]","173"
"418","[[A,semagent,->],[W,lash,verb],[A,prep_at,<-]]","111"
"419","[[A,semagent,->],[W,reject,verb],[A,dobj,<-]]","120"
"420","[[A,semagent,->],[W,threaten,verb],[A,xcomp,<-],[W,attack,verb],[A,dobj,<-]]","111"
"421","[[A,semagent,->],[W,blame,verb],[A,prep_on,<-]]","111"
"422","[[A,semagent,->],[W,criticize,verb],[A,dobj,<-]]","111"
"423","[[A,semagent,->],[W,flee,verb],[A,prep_to,<-]]","080"
"424","[[A,semagent,->],[W,release,verb],[A,dobj,<-]]","084"
"425","[[A,semagent,->],[W,dismiss,verb],[A,dobj,<-]]","110"
"426","[[A,semagent,->],[W,recall,verb],[A,prep_to,<-]]","111"
"427","[[A,semagent,->],[W,charge,verb],[A,dobj,<-]]","111"
"428","[[A,semagent,->],[W,cut,verb],[A,prep_with,<-]]","111"
"429","[[A,semagent,->],[W,threaten,verb],[A,dobj,<-]]","111"
"430","[[A,semagent,->],[W,brand,verb],[A,dobj,<-]]","111"
"431","[[A,semagent,->],[W,stand,verb],[A,prep_for,<-]]","111"
"432","[[A,semagent,->],[W,suspect,verb],[A,dobj,<-]]","111"
"433","[[A,semagent,->],[W,rule,verb],[A,prep_with,<-]]","111"
"434","[[A,semagent,->],[W,view,verb],[A,dobj,<-]]","111"
"435","[[A,semagent,->],[W,see,verb],[A,dobj,<-]]","111"
"436","[[A,semagent,->],[W,say,verb],[A,ccomp,<-]]","111"
"437","[[A,semagent,->],[W,say,verb],[A,ccomp,<-],[W,come,verb],[A,prep_from,<-]]","111"
"438","[[A,semagent,->],[W,reject,verb],[A,prep_with,<-]]","111"
"439","[[A,semagent,->],[W,demand,verb],[A,prep_with,<-]]","111"
"440","[[A,semagent,->],[W,describe,verb],[A,dobj,<-]]","010"
"441","[[A,semagent,->],[W,have,verb],[A,dobj,<-],[W,relation,noun],[A,prep_with,<-]]","111"
"442","[[A,semagent,->],[W,invite,verb],[A,dobj,<-]]","111"
"443","[[A,semagent,->],[W,have,verb],[A,prep_with,<-]]","111"
"444","[[A,semagent,->],[W,offer,verb],[A,prep_to,<-]]","111"
"445","[[A,semagent,->],[W,call,verb],[A,prep_with,<-]]","111"
"446","[[A,semagent,->],[W,threaten,verb],[A,xcomp,<-],[W,invade,verb],[A,dobj,<-]]","111"
"447","[[A,semagent,->],[W,order,verb],[A,dobj,<-]]","111"
"448","[[A,semagent,->],[W,suspend,verb],[A,prep_with,<-]]","111"
"449","[[A,semagent,->],[W,arrest,verb],[A,dobj,<-]]","173"
"450","[[A,semagent,->],[W,intercept,verb],[A,dobj,<-]]","111"
"451","[[A,semagent,->],[W,vow,verb],[A,xcomp,<-],[W,disarm,verb],[A,dobj,<-]]","0356"
"452","[[A,semagent,->],[W,split,noun],[A,advcl,<-],[W,enter,verb],[A,prep_after,<-],[W,coup,noun],[A,amod,<-]]","036"
"453","[[A,semagent,->],[W,threaten,verb],[A,xcomp,<-],[W,use,verb],[A,xcomp,<-],[W,disarm,verb],[A,dobj,<-]]","036"
"454","[[A,semagent,->],[W,withdraw,verb],[A,prep_on,<-]]","036"
"455","[[A,semagent,->],[W,threaten,verb],[A,xcomp,<-],[W,disarm,verb],[A,dobj,<-]]","036"
"456","[[A,semagent,->],[W,ask,verb],[A,xcomp,<-],[W,expel,verb],[A,dobj,<-]]","036"
"457","[[A,semagent,->],[W,launch,verb],[A,prep_under,<-],[W,pretext,noun],[A,prepc_of,<-],[W,disarm,verb],[A,dobj,<-]]","036"
"458","[[A,semagent,->],[W,launch,verb],[A,prep_in,<-],[W,bid,noun],[A,infmod,<-],[W,topple,verb],[A,dobj,<-]]","036"
"459","[[A,semagent,->],[W,parachute,verb],[A,prep_into,<-]]","036"
"460","[[A,semagent,->],[W,remain,verb],[A,advcl,<-],[W,take,verb],[A,prep_after,<-],[W,coup,noun],[A,prep_by,<-]]","036"
"461","[[A,semagent,->],[W,say,verb],[A,ccomp,<-],[W,haven,noun],[A,semagent,<-],[W,area,noun],[A,poss,<-]]","036"
"462","[[A,semagent,->],[W,propose,verb],[A,xcomp,<-],[W,deliver,verb],[A,prep_to,<-]]","036"
"463","[[A,semagent,->],[W,drop,verb],[A,dobj,<-],[W,leaflet,noun],[A,prep_over,<-]]","036"
"464","[[A,semagent,->],[W,mass,verb],[A,prep_around,<-]]","036"
"465","[[A,semagent,->],[W,set,verb],[A,dobj,<-],[W,zone,noun],[A,prep_over,<-]]","036"
"466","[[A,semagent,->],[W,withdraw,verb],[A,xcomp,<-],[W,seek,verb],[A,xcomp,<-],[W,disarm,verb],[A,dobj,<-]]","036"
"467","[[A,semagent,->],[W,launch,verb],[A,xcomp,<-],[W,topple,verb],[A,dobj,<-]]","036"
"468","[[A,semagent,->],[W,withdraw,verb],[A,dobj,<-],[W,resolution,noun],[A,prep_on,<-]]","036"
"469","[[A,semagent,->],[W,say,verb],[A,ccomp,<-],[W,kill,verb],[A,nsubjpass,<-]]","190"
"470","[[A,semagent,->],[W,go,verb],[A,prep_to,<-],[W,war,noun],[A,prep_against,<-]]","036"
"471","[[A,semagent,->],[W,go,verb],[A,prep_to,<-],[W,war,noun],[A,prep_with,<-]]","036"
"472","[[A,semagent,->],[W,step,verb],[A,dobj,<-],[W,preparation,noun],[A,prep_for,<-],[W,war,noun],[A,prep_on,<-]]","036"
"473","[[A,semagent,->],[W,say,verb],[A,ccomp,<-],[W,play,verb],[A,prepc_in,<-],[W,rebuild,verb],[A,dobj,<-]]","036"
"474","[[A,semagent,->],[W,say,verb],[A,ccomp,<-],[W,run,verb],[A,prep_for,<-]]","036"
"475","[[A,semagent,->],[W,sponsor,verb],[A,xcomp,<-],[W,declare,verb],[A,dobj,<-]]","036"
"476","[[A,semagent,->],[W,threaten,verb],[A,dobj,<-],[W,war,noun],[A,prep_against,<-]]","036"
"477","[[A,semagent,->],[W,submit,verb],[A,dobj,<-],[W,resolution,noun],[A,prep_on,<-]]","036"
"478","[[A,semagent,->],[W,remain,verb],[A,advcl,<-],[W,take,verb],[A,prep_by,<-]]","036"
"479","[[A,semagent,->],[W,launch,verb],[A,dobj,<-],[W,war,noun],[A,prep_on,<-]]","036"
"480","[[A,semagent,->],[W,use,verb],[A,xcomp,<-],[W,enforce,verb],[A,dobj,<-],[W,zone,noun],[A,prep_over,<-]]","036"
"481","[[A,semagent,->],[W,step,verb],[A,dobj,<-],[W,attack,noun],[A,prep_on,<-],[W,militant,noun],[A,prep_in,<-]]","036"
"482","[[A,semagent,->],[W,deploy,verb],[A,prep_in,<-],[W,preparation,noun],[A,prep_for,<-],[W,invasion,noun],[A,prep_of,<-]]","036"
"483","[[A,semagent,->],[W,submit,verb],[A,dobj,<-]]","036"
"484","[[A,semagent,->],[W,want,verb],[A,xcomp,<-],[W,oversee,verb],[A,dobj,<-]]","036"
"485","[[A,semagent,->],[W,part,noun],[A,prep_of,<-],[W,coalition,noun],[A,rcmod,<-],[W,occupy,verb],[A,dobj,<-]]","036"
"486","[[A,semagent,->],[W,be,verb],[A,prep_to,<-],[W,people,noun],[A,prep_of,<-]]","036"
"487","[[A,semagent,->],[W,patrol,verb],[A,prep_over,<-]]","036"
"488","[[A,semagent,->],[W,rescue,verb],[A,prep_from,<-]]","036"
"489","[[A,semagent,->],[W,enforce,verb],[A,dobj,<-],[W,zone,noun],[A,prep_over,<-]]","036"
"490","[[A,semagent,->],[W,go,verb],[A,prep_with,<-]]","036"
"491","[[A,semagent,->],[W,propose,verb],[A,dobj,<-],[W,deadline,noun],[A,prep_for,<-]]","036"
"492","[[A,semagent,->],[W,say,verb],[A,ccomp,<-],[W,disarm,verb],[A,dobj,<-]]","036"
"493","[[A,semagent,->],[W,battle,verb],[A,prep_with,<-]]","190"
"494","[[A,semagent,->],[W,guard,verb],[A,prep_by,<-]]","036"
"495","[[A,semagent,->],[W,propose,verb],[A,prep_for,<-]]","036"
"496","[[A,semagent,->],[W,signal,verb],[A,prep_with,<-]]","036"
"497","[[A,semagent,->],[W,dispute,verb],[A,dobj,<-],[W,claim,noun],[A,poss,<-]]","036"
"498","[[A,semagent,->],[W,propose,verb],[A,ccomp,<-],[W,give,verb],[A,nsubjpass,<-]]","036"
"499","[[A,semagent,->],[W,say,verb],[A,ccomp,<-],[W,play,verb],[A,dobj,<-],[W,role,noun],[A,prep_in,<-]]","036"
"500","[[A,semagent,->],[W,fear,verb],[A,ccomp,<-],[W,lead,verb],[A,prep_to,<-],[W,clash,noun],[A,prep_between,<-]]","036"
